"2017-06-14 at 11:07"
Date(Y-M-D) Time(H:M:S) CO2(ppm) H2O(ppt) H2O(C) Cell_Temperature(C) Cell_Pressure(kPa) CO2_Absorption H2O_Absorption
2017-06-14 11:08:23 707.89 18.87 16.58 52.22 100.33 0.1328 0.1071
2017-06-14 11:08:24 707.62 18.87 16.58 52.19 100.36 0.1328 0.1071
2017-06-14 11:08:25 707.59 18.87 16.58 52.19 100.36 0.1328 0.1071
2017-06-14 11:08:26 707.67 18.87 16.58 52.19 100.36 0.1328 0.1071
2017-06-14 11:08:27 707.63 18.87 16.58 52.19 100.36 0.1328 0.1071
2017-06-14 11:08:28 708.11 18.88 16.58 52.19 100.31 0.1328 0.1071
2017-06-14 11:08:29 707.63 18.87 16.58 52.19 100.36 0.1328 0.1071
2017-06-14 11:08:30 707.91 18.87 16.58 52.19 100.33 0.1328 0.1071
2017-06-14 11:08:31 707.71 18.87 16.58 52.19 100.36 0.1328 0.1071
2017-06-14 11:08:32 707.73 18.87 16.58 52.19 100.36 0.1328 0.1071
2017-06-14 11:08:33 708.03 18.88 16.59 52.19 100.33 0.1328 0.1071
2017-06-14 11:08:34 707.75 18.87 16.59 52.19 100.36 0.1328 0.1071
2017-06-14 11:08:35 707.74 18.88 16.59 52.22 100.36 0.1328 0.1071
2017-06-14 11:08:36 708.01 18.89 16.59 52.22 100.33 0.1328 0.1071
2017-06-14 11:08:37 708.26 18.89 16.60 52.22 100.31 0.1328 0.1071
2017-06-14 11:08:38 708.07 18.89 16.60 52.22 100.33 0.1328 0.1071
2017-06-14 11:08:39 708.18 18.89 16.60 52.22 100.33 0.1328 0.1071
2017-06-14 11:08:40 708.06 18.89 16.60 52.22 100.33 0.1328 0.1071
2017-06-14 11:08:41 708.02 18.90 16.60 52.22 100.33 0.1328 0.1072
2017-06-14 11:08:42 707.92 18.90 16.60 52.22 100.33 0.1328 0.1072
2017-06-14 11:08:43 708.02 18.90 16.60 52.22 100.33 0.1328 0.1072
2017-06-14 11:08:44 708.27 18.90 16.60 52.22 100.31 0.1328 0.1072
2017-06-14 11:08:45 708.33 18.91 16.61 52.22 100.31 0.1328 0.1072
2017-06-14 11:08:46 708.09 18.90 16.60 52.22 100.33 0.1328 0.1072
2017-06-14 11:08:47 707.83 18.90 16.60 52.22 100.36 0.1328 0.1072
2017-06-14 11:08:48 708.09 18.90 16.61 52.22 100.33 0.1328 0.1072
2017-06-14 11:08:49 707.80 18.90 16.61 52.22 100.36 0.1328 0.1072
2017-06-14 11:08:50 708.32 18.91 16.61 52.22 100.31 0.1328 0.1072
2017-06-14 11:08:51 708.07 18.91 16.61 52.22 100.33 0.1328 0.1072
2017-06-14 11:08:52 708.12 18.91 16.61 52.22 100.33 0.1328 0.1072
2017-06-14 11:08:53 708.18 18.91 16.61 52.22 100.33 0.1328 0.1072
2017-06-14 11:08:54 707.91 18.91 16.61 52.22 100.36 0.1328 0.1072
2017-06-14 11:08:55 708.17 18.91 16.61 52.22 100.33 0.1328 0.1072
2017-06-14 11:08:56 708.18 18.92 16.62 52.22 100.33 0.1328 0.1072
2017-06-14 11:08:57 708.15 18.92 16.62 52.22 100.33 0.1328 0.1072
2017-06-14 11:08:58 707.86 18.91 16.62 52.22 100.36 0.1328 0.1072
2017-06-14 11:08:59 708.07 18.92 16.62 52.22 100.33 0.1328 0.1072
2017-06-14 11:09:00 708.01 18.92 16.62 52.22 100.33 0.1328 0.1072
2017-06-14 11:09:01 708.16 18.92 16.62 52.22 100.33 0.1328 0.1073
2017-06-14 11:09:02 707.91 18.92 16.62 52.22 100.36 0.1328 0.1073
2017-06-14 11:09:03 707.88 18.92 16.62 52.22 100.36 0.1328 0.1073
2017-06-14 11:09:04 707.90 18.92 16.63 52.22 100.36 0.1328 0.1073
2017-06-14 11:09:05 708.10 18.93 16.63 52.22 100.33 0.1328 0.1073
2017-06-14 11:09:06 708.33 18.94 16.63 52.22 100.31 0.1328 0.1073
2017-06-14 11:09:07 708.38 18.94 16.63 52.22 100.31 0.1328 0.1073
2017-06-14 11:09:08 707.91 18.93 16.63 52.22 100.36 0.1328 0.1073
2017-06-14 11:09:09 707.87 18.93 16.63 52.22 100.36 0.1328 0.1073
2017-06-14 11:09:10 708.18 18.94 16.64 52.22 100.33 0.1328 0.1073
2017-06-14 11:09:11 708.04 18.94 16.64 52.22 100.33 0.1328 0.1073
2017-06-14 11:09:12 708.04 18.94 16.64 52.22 100.33 0.1328 0.1073
2017-06-14 11:09:13 708.11 18.94 16.64 52.22 100.33 0.1328 0.1073
2017-06-14 11:09:14 708.32 18.95 16.64 52.22 100.31 0.1328 0.1073
2017-06-14 11:09:15 708.32 18.95 16.64 52.22 100.31 0.1328 0.1073
2017-06-14 11:09:16 707.81 18.94 16.64 52.22 100.36 0.1328 0.1073
2017-06-14 11:09:17 708.11 18.95 16.65 52.22 100.33 0.1328 0.1074
2017-06-14 11:09:18 707.86 18.95 16.65 52.22 100.36 0.1328 0.1074
2017-06-14 11:09:19 708.23 18.95 16.65 52.22 100.33 0.1328 0.1074
2017-06-14 11:09:20 708.21 18.95 16.65 52.22 100.33 0.1328 0.1074
2017-06-14 11:09:21 708.24 18.96 16.65 52.22 100.33 0.1328 0.1074
2017-06-14 11:09:22 708.26 18.96 16.65 52.22 100.33 0.1328 0.1074
2017-06-14 11:09:23 708.24 18.96 16.65 52.22 100.33 0.1328 0.1074
2017-06-14 11:09:24 708.24 18.96 16.65 52.22 100.33 0.1328 0.1074
2017-06-14 11:09:25 708.16 18.96 16.66 52.22 100.33 0.1328 0.1074
2017-06-14 11:09:26 707.90 18.96 16.66 52.22 100.36 0.1328 0.1074
2017-06-14 11:09:27 708.04 18.97 16.66 52.22 100.33 0.1328 0.1074
2017-06-14 11:09:28 708.13 18.97 16.66 52.22 100.33 0.1328 0.1074
2017-06-14 11:09:29 708.10 18.97 16.66 52.22 100.33 0.1328 0.1074
2017-06-14 11:09:30 708.08 18.97 16.66 52.22 100.33 0.1328 0.1074
2017-06-14 11:09:31 707.86 18.97 16.66 52.22 100.36 0.1328 0.1074
2017-06-14 11:09:32 707.81 18.97 16.66 52.22 100.36 0.1328 0.1075
2017-06-14 11:09:33 708.09 18.98 16.67 52.22 100.33 0.1328 0.1075
2017-06-14 11:09:34 707.78 18.97 16.67 52.22 100.36 0.1328 0.1075
2017-06-14 11:09:35 708.07 18.98 16.67 52.22 100.33 0.1328 0.1075
2017-06-14 11:09:36 708.10 18.98 16.67 52.22 100.33 0.1328 0.1075
2017-06-14 11:09:37 708.39 18.98 16.67 52.22 100.31 0.1328 0.1075
2017-06-14 11:09:38 708.05 18.98 16.67 52.22 100.33 0.1328 0.1075
2017-06-14 11:09:39 707.79 18.97 16.67 52.22 100.36 0.1328 0.1075
2017-06-14 11:09:40 708.01 18.98 16.67 52.22 100.33 0.1328 0.1075
2017-06-14 11:09:41 707.70 18.98 16.67 52.22 100.36 0.1328 0.1075
2017-06-14 11:09:42 707.73 18.98 16.67 52.22 100.36 0.1328 0.1075
2017-06-14 11:09:43 708.04 18.99 16.68 52.22 100.33 0.1328 0.1075
2017-06-14 11:09:44 708.29 18.99 16.68 52.22 100.31 0.1328 0.1075
2017-06-14 11:09:45 708.07 18.99 16.68 52.22 100.33 0.1328 0.1075
2017-06-14 11:09:46 708.06 18.99 16.68 52.22 100.33 0.1328 0.1075
2017-06-14 11:09:47 708.16 19.00 16.68 52.22 100.32 0.1328 0.1075
2017-06-14 11:09:48 708.19 19.00 16.68 52.22 100.32 0.1328 0.1075
2017-06-14 11:09:49 708.17 19.00 16.69 52.22 100.32 0.1328 0.1075
2017-06-14 11:09:50 708.19 19.00 16.69 52.22 100.32 0.1328 0.1075
2017-06-14 11:09:51 708.44 19.01 16.69 52.22 100.30 0.1328 0.1075
2017-06-14 11:09:52 708.18 19.00 16.69 52.22 100.32 0.1328 0.1076
2017-06-14 11:09:53 708.06 19.01 16.69 52.22 100.32 0.1328 0.1076
2017-06-14 11:09:54 707.76 19.00 16.69 52.22 100.34 0.1328 0.1076
2017-06-14 11:09:55 708.05 19.01 16.69 52.22 100.32 0.1328 0.1076
2017-06-14 11:09:56 707.78 19.01 16.69 52.22 100.34 0.1328 0.1076
2017-06-14 11:09:57 708.05 19.01 16.70 52.22 100.32 0.1328 0.1076
2017-06-14 11:09:58 708.22 19.02 16.70 52.22 100.30 0.1328 0.1076
2017-06-14 11:09:59 708.00 19.02 16.70 52.22 100.32 0.1328 0.1076
2017-06-14 11:10:00 708.07 19.02 16.70 52.22 100.32 0.1328 0.1076
2017-06-14 11:10:01 707.87 19.01 16.70 52.22 100.34 0.1328 0.1076
2017-06-14 11:10:02 708.18 19.02 16.70 52.22 100.32 0.1328 0.1076
2017-06-14 11:10:03 707.94 19.02 16.70 52.22 100.34 0.1328 0.1076
2017-06-14 11:10:04 708.28 19.02 16.70 52.22 100.32 0.1328 0.1076
2017-06-14 11:10:05 708.03 19.02 16.70 52.22 100.34 0.1328 0.1076
2017-06-14 11:10:06 708.25 19.02 16.70 52.22 100.32 0.1328 0.1076
2017-06-14 11:10:07 708.26 19.02 16.70 52.22 100.32 0.1328 0.1076
2017-06-14 11:10:08 708.27 19.02 16.70 52.19 100.32 0.1328 0.1076
2017-06-14 11:10:09 708.22 19.02 16.70 52.19 100.32 0.1328 0.1076
2017-06-14 11:10:10 707.95 19.02 16.70 52.19 100.34 0.1328 0.1076
2017-06-14 11:10:11 708.21 19.02 16.70 52.19 100.32 0.1328 0.1076
2017-06-14 11:10:12 708.15 19.03 16.71 52.19 100.32 0.1328 0.1076
2017-06-14 11:10:13 708.16 19.03 16.71 52.19 100.32 0.1328 0.1076
2017-06-14 11:10:14 708.35 19.03 16.71 52.19 100.30 0.1328 0.1076
2017-06-14 11:10:15 707.97 19.03 16.71 52.19 100.34 0.1328 0.1077
2017-06-14 11:10:16 708.19 19.03 16.71 52.19 100.32 0.1328 0.1077
2017-06-14 11:10:17 708.22 19.03 16.71 52.19 100.32 0.1328 0.1077
2017-06-14 11:10:18 708.03 19.03 16.71 52.22 100.34 0.1328 0.1077
2017-06-14 11:10:19 707.99 19.03 16.72 52.22 100.34 0.1328 0.1077
2017-06-14 11:10:20 708.30 19.04 16.72 52.22 100.31 0.1328 0.1077
2017-06-14 11:10:21 708.37 19.04 16.72 52.22 100.31 0.1328 0.1077
2017-06-14 11:10:22 708.14 19.04 16.72 52.22 100.33 0.1328 0.1077
2017-06-14 11:10:23 708.16 19.04 16.72 52.22 100.33 0.1328 0.1077
2017-06-14 11:10:24 708.27 19.05 16.72 52.22 100.32 0.1328 0.1077
2017-06-14 11:10:25 708.08 19.04 16.72 52.22 100.34 0.1328 0.1077
2017-06-14 11:10:26 708.32 19.05 16.73 52.22 100.32 0.1328 0.1077
2017-06-14 11:10:27 708.04 19.05 16.73 52.22 100.34 0.1328 0.1077
2017-06-14 11:10:28 708.26 19.06 16.73 52.22 100.32 0.1328 0.1077
2017-06-14 11:10:29 708.23 19.05 16.73 52.22 100.32 0.1328 0.1077
2017-06-14 11:10:30 708.49 19.06 16.73 52.22 100.30 0.1328 0.1077
2017-06-14 11:10:31 708.19 19.06 16.73 52.22 100.32 0.1328 0.1078
2017-06-14 11:10:32 708.16 19.06 16.74 52.22 100.32 0.1328 0.1078
2017-06-14 11:10:33 707.88 19.06 16.73 52.22 100.34 0.1328 0.1078
2017-06-14 11:10:34 708.12 19.06 16.74 52.22 100.32 0.1328 0.1078
2017-06-14 11:10:35 708.06 19.06 16.74 52.22 100.32 0.1328 0.1078
2017-06-14 11:10:36 708.03 19.07 16.74 52.22 100.32 0.1328 0.1078
2017-06-14 11:10:37 707.99 19.07 16.74 52.22 100.32 0.1328 0.1078
2017-06-14 11:10:38 707.81 19.06 16.74 52.22 100.34 0.1328 0.1078
2017-06-14 11:10:39 708.09 19.07 16.74 52.22 100.32 0.1328 0.1078
2017-06-14 11:10:40 707.85 19.06 16.74 52.22 100.34 0.1328 0.1078
2017-06-14 11:10:41 707.76 19.07 16.74 52.22 100.34 0.1328 0.1078
2017-06-14 11:10:42 708.06 19.07 16.75 52.22 100.32 0.1328 0.1078
2017-06-14 11:10:43 708.33 19.08 16.75 52.22 100.30 0.1328 0.1078
2017-06-14 11:10:44 708.36 19.08 16.75 52.22 100.30 0.1328 0.1078
2017-06-14 11:10:45 708.10 19.08 16.75 52.22 100.32 0.1328 0.1078
2017-06-14 11:10:46 708.12 19.08 16.75 52.22 100.32 0.1328 0.1079
2017-06-14 11:10:47 708.14 19.09 16.76 52.22 100.32 0.1328 0.1079
2017-06-14 11:10:48 708.08 19.09 16.76 52.22 100.32 0.1328 0.1079
2017-06-14 11:10:49 707.87 19.09 16.76 52.22 100.34 0.1328 0.1079
2017-06-14 11:10:50 707.78 19.09 16.76 52.22 100.34 0.1328 0.1079
2017-06-14 11:10:51 708.23 19.10 16.76 52.22 100.30 0.1328 0.1079
2017-06-14 11:10:52 707.94 19.10 16.77 52.22 100.32 0.1328 0.1079
2017-06-14 11:10:53 707.92 19.10 16.77 52.22 100.32 0.1328 0.1079
2017-06-14 11:10:54 707.95 19.10 16.77 52.22 100.32 0.1328 0.1079
2017-06-14 11:10:55 707.94 19.10 16.77 52.22 100.32 0.1328 0.1079
2017-06-14 11:10:56 707.92 19.10 16.77 52.22 100.32 0.1328 0.1079
2017-06-14 11:10:57 708.06 19.10 16.77 52.22 100.32 0.1328 0.1079
2017-06-14 11:10:58 708.28 19.11 16.78 52.22 100.30 0.1328 0.1079
2017-06-14 11:10:59 708.01 19.11 16.77 52.22 100.32 0.1328 0.1079
2017-06-14 11:11:00 708.08 19.11 16.77 52.22 100.32 0.1328 0.1079
2017-06-14 11:11:01 707.87 19.11 16.78 52.22 100.34 0.1328 0.1080
2017-06-14 11:11:02 707.94 19.11 16.78 52.22 100.34 0.1328 0.1080
2017-06-14 11:11:03 708.28 19.11 16.78 52.22 100.32 0.1328 0.1080
2017-06-14 11:11:04 708.25 19.11 16.78 52.22 100.32 0.1328 0.1080
2017-06-14 11:11:05 708.27 19.11 16.78 52.22 100.32 0.1328 0.1080
2017-06-14 11:11:06 708.27 19.12 16.78 52.22 100.32 0.1328 0.1080
2017-06-14 11:11:07 708.25 19.12 16.78 52.22 100.32 0.1328 0.1080
2017-06-14 11:11:08 708.20 19.12 16.78 52.22 100.32 0.1328 0.1080
2017-06-14 11:11:09 707.99 19.12 16.79 52.22 100.34 0.1328 0.1080
2017-06-14 11:11:10 708.01 19.12 16.79 52.22 100.34 0.1328 0.1080
2017-06-14 11:11:11 707.97 19.12 16.79 52.22 100.34 0.1328 0.1080
2017-06-14 11:11:12 707.93 19.12 16.79 52.22 100.34 0.1328 0.1080
2017-06-14 11:11:13 708.16 19.13 16.79 52.22 100.32 0.1328 0.1080
2017-06-14 11:11:14 708.19 19.13 16.79 52.22 100.32 0.1328 0.1080
2017-06-14 11:11:15 708.43 19.14 16.79 52.22 100.30 0.1328 0.1080
2017-06-14 11:11:16 708.18 19.13 16.79 52.22 100.32 0.1328 0.1080
2017-06-14 11:11:17 708.00 19.13 16.79 52.22 100.34 0.1328 0.1080
2017-06-14 11:11:18 708.25 19.13 16.80 52.22 100.32 0.1328 0.1080
2017-06-14 11:11:19 708.22 19.14 16.80 52.22 100.32 0.1328 0.1080
2017-06-14 11:11:20 708.25 19.14 16.80 52.22 100.32 0.1328 0.1081
2017-06-14 11:11:21 708.58 19.14 16.80 52.22 100.30 0.1328 0.1081
2017-06-14 11:11:22 706.93 19.12 16.79 52.22 100.32 0.1326 0.1080
2017-06-14 11:11:23 716.91 19.10 16.77 52.22 100.32 0.1338 0.1079
2017-06-14 11:11:24 725.95 19.08 16.76 52.22 100.34 0.1350 0.1079
2017-06-14 11:11:25 744.10 19.06 16.74 52.22 100.34 0.1371 0.1078
2017-06-14 11:11:26 772.85 19.04 16.72 52.22 100.34 0.1405 0.1077
2017-06-14 11:11:27 809.75 19.04 16.72 52.22 100.32 0.1447 0.1077
2017-06-14 11:11:28 848.10 19.04 16.71 52.22 100.31 0.1489 0.1077
2017-06-14 11:11:29 885.23 19.03 16.71 52.22 100.33 0.1530 0.1076
2017-06-14 11:11:30 924.73 19.02 16.70 52.22 100.32 0.1571 0.1076
2017-06-14 11:11:31 964.39 19.01 16.70 52.22 100.34 0.1613 0.1076
2017-06-14 11:11:32 1005.32 19.01 16.70 52.22 100.34 0.1654 0.1076
2017-06-14 11:11:33 1047.13 19.03 16.71 52.22 100.32 0.1695 0.1076
2017-06-14 11:11:34 1066.92 19.04 16.72 52.22 100.34 0.1714 0.1077
2017-06-14 11:11:35 1087.72 19.06 16.74 52.22 100.32 0.1734 0.1078
2017-06-14 11:11:36 1095.54 19.07 16.74 52.19 100.32 0.1741 0.1078
2017-06-14 11:11:37 1095.10 19.08 16.75 52.19 100.30 0.1740 0.1078
2017-06-14 11:11:38 1092.72 19.07 16.75 52.19 100.34 0.1739 0.1078
2017-06-14 11:11:39 1093.55 19.08 16.75 52.19 100.32 0.1739 0.1078
2017-06-14 11:11:40 1092.67 19.07 16.75 52.22 100.34 0.1739 0.1078
2017-06-14 11:11:41 1092.91 19.08 16.75 52.22 100.32 0.1739 0.1078
2017-06-14 11:11:42 1092.77 19.08 16.75 52.22 100.32 0.1738 0.1078
2017-06-14 11:11:43 1093.28 19.09 16.75 52.22 100.30 0.1739 0.1078
2017-06-14 11:11:44 1092.88 19.08 16.75 52.22 100.32 0.1739 0.1079
2017-06-14 11:11:45 1092.87 19.08 16.75 52.22 100.32 0.1739 0.1079
2017-06-14 11:11:46 1092.35 19.08 16.75 52.22 100.34 0.1738 0.1079
2017-06-14 11:11:47 1092.86 19.09 16.76 52.22 100.32 0.1739 0.1079
2017-06-14 11:11:48 1092.56 19.08 16.76 52.22 100.34 0.1739 0.1079
2017-06-14 11:11:49 1093.00 19.09 16.76 52.22 100.32 0.1739 0.1079
2017-06-14 11:11:50 1093.36 19.10 16.76 52.22 100.30 0.1739 0.1079
2017-06-14 11:11:51 1093.33 19.10 16.76 52.22 100.30 0.1739 0.1079
2017-06-14 11:11:52 1092.91 19.10 16.76 52.22 100.32 0.1739 0.1079
2017-06-14 11:11:53 1092.88 19.10 16.77 52.22 100.32 0.1739 0.1079
2017-06-14 11:11:54 1092.52 19.10 16.77 52.22 100.34 0.1739 0.1079
2017-06-14 11:11:55 1092.97 19.10 16.77 52.22 100.32 0.1739 0.1079
2017-06-14 11:11:56 1092.64 19.10 16.77 52.22 100.34 0.1739 0.1079
2017-06-14 11:11:57 1092.43 19.10 16.77 52.22 100.34 0.1739 0.1079
2017-06-14 11:11:58 1093.17 19.12 16.78 52.22 100.30 0.1738 0.1080
2017-06-14 11:11:59 1093.12 19.12 16.78 52.22 100.30 0.1738 0.1080
2017-06-14 11:12:00 1092.70 19.11 16.78 52.22 100.32 0.1738 0.1080
2017-06-14 11:12:01 1092.62 19.11 16.78 52.22 100.32 0.1738 0.1080
2017-06-14 11:12:02 1092.65 19.11 16.78 52.22 100.32 0.1738 0.1080
2017-06-14 11:12:03 1092.74 19.11 16.78 52.22 100.32 0.1738 0.1080
2017-06-14 11:12:04 1092.63 19.12 16.78 52.22 100.32 0.1738 0.1080
2017-06-14 11:12:05 1092.99 19.12 16.78 52.22 100.30 0.1738 0.1080
2017-06-14 11:12:06 1092.54 19.12 16.78 52.22 100.32 0.1738 0.1080
2017-06-14 11:12:07 1092.57 19.12 16.78 52.22 100.32 0.1738 0.1080
2017-06-14 11:12:08 1092.00 19.11 16.78 52.22 100.36 0.1738 0.1080
2017-06-14 11:12:09 1091.96 19.11 16.79 52.22 100.36 0.1738 0.1080
2017-06-14 11:12:10 1092.30 19.12 16.79 52.22 100.33 0.1738 0.1080
2017-06-14 11:12:11 1092.36 19.12 16.79 52.22 100.33 0.1738 0.1080
2017-06-14 11:12:12 1092.28 19.12 16.79 52.22 100.33 0.1738 0.1080
2017-06-14 11:12:13 1092.20 19.13 16.79 52.22 100.33 0.1738 0.1080
2017-06-14 11:12:14 1092.16 19.13 16.79 52.22 100.33 0.1738 0.1080
2017-06-14 11:12:15 1092.13 19.13 16.79 52.22 100.33 0.1738 0.1080
2017-06-14 11:12:16 1091.69 19.13 16.80 52.22 100.36 0.1738 0.1081
2017-06-14 11:12:17 1091.68 19.13 16.80 52.22 100.36 0.1738 0.1081
2017-06-14 11:12:18 1091.61 19.13 16.80 52.22 100.36 0.1738 0.1081
2017-06-14 11:12:19 1092.10 19.14 16.80 52.22 100.33 0.1738 0.1081
2017-06-14 11:12:20 1092.05 19.14 16.80 52.22 100.33 0.1738 0.1081
2017-06-14 11:12:21 1092.37 19.15 16.81 52.22 100.31 0.1738 0.1081
2017-06-14 11:12:22 1091.76 19.14 16.80 52.19 100.33 0.1738 0.1081
2017-06-14 11:12:23 1091.78 19.14 16.81 52.19 100.33 0.1738 0.1081
2017-06-14 11:12:24 1091.30 19.14 16.81 52.19 100.36 0.1738 0.1081
2017-06-14 11:12:25 1091.60 19.15 16.81 52.19 100.33 0.1738 0.1081
2017-06-14 11:12:26 1091.73 19.15 16.81 52.22 100.33 0.1738 0.1081
2017-06-14 11:12:27 1091.75 19.15 16.81 52.22 100.33 0.1738 0.1081
2017-06-14 11:12:28 1091.70 19.15 16.81 52.22 100.33 0.1738 0.1081
2017-06-14 11:12:29 1092.00 19.16 16.81 52.22 100.31 0.1738 0.1081
2017-06-14 11:12:30 1091.13 19.15 16.81 52.22 100.36 0.1738 0.1081
2017-06-14 11:12:31 1091.36 19.15 16.82 52.22 100.34 0.1738 0.1081
2017-06-14 11:12:32 1091.41 19.15 16.82 52.22 100.34 0.1738 0.1081
2017-06-14 11:12:33 1091.77 19.16 16.82 52.22 100.32 0.1738 0.1082
2017-06-14 11:12:34 1091.74 19.16 16.82 52.22 100.32 0.1738 0.1082
2017-06-14 11:12:35 1092.25 19.17 16.82 52.22 100.30 0.1738 0.1082
2017-06-14 11:12:36 1091.73 19.17 16.82 52.22 100.32 0.1738 0.1082
2017-06-14 11:12:37 1091.60 19.17 16.82 52.22 100.32 0.1737 0.1082
